institution_name,id,url,institution_code_number,institution_type,beginning_of_activity,state,address,post_code,place,headquarters_name,headquarters_address,post_code,city,country,subscribed_capital,paid_up_capital,related_decisions,published_accounts
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE LAFÕES, CRL",9711,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9711",3190,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1979-05-29,"Active","RUA SERPA PINTO, EDÍFÍCIO JARDIM","3660-512 SÃO PEDRO DO SUL","SÃO PEDRO DO SUL",,,"3660-512 SÃO PEDRO DO SUL",,,8011775.00,8011775.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+LAF%c3%95ES%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+LAF%c3%95ES%2c+CRL"
"BGL BNP PARIBAS",8649,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8649",9141,"Free Provision of Services by EU Credit Institutions",1995-08-01,"Active",,,,,,,,"Luxemburgo",,,,
"LUSOGRUPOS - ADMINISTRAÇÃO E GESTÃO DE COMPRAS EM GRUPO, SA",9064,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9064",533,"Group-Purchase Managing Companies",1988-09-07,"Active","RUA DE AUGUSTO LUSO, 126","4050-072 PORTO","PORTO",,,"4050-072 PORTO",,,500000.00,500000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=LUSOGRUPOS+-+ADMINISTRA%c3%87%c3%83O+E+GEST%c3%83O+DE+COMPRAS+EM+GRUPO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=LUSOGRUPOS+-+ADMINISTRA%c3%87%c3%83O+E+GEST%c3%83O+DE+COMPRAS+EM+GRUPO%2c+SA"
"MAXPAY - INSTITUIÇÃO DE PAGAMENTO, LDA",10031,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10031",,"Payment Institutions",,,,,,,,,,,,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=MAXPAY+-+INSTITUI%c3%87%c3%83O+DE+PAGAMENTO%2c+LDA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=MAXPAY+-+INSTITUI%c3%87%c3%83O+DE+PAGAMENTO%2c+LDA"
"CAIXA DE CREDITO AGRICOLA MUTUO DE ENTRE TEJO E SADO, CRL",9803,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9803",5460,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1996-10-29,"Active","AVª. D. JOÃO IV - Nº 2","2870-155 MONTIJO","MONTIJO",,,"2870-155 MONTIJO",,,5192025.00,5192025.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CREDITO+AGRICOLA+MUTUO+DE+ENTRE+TEJO+E+SADO%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CREDITO+AGRICOLA+MUTUO+DE+ENTRE+TEJO+E+SADO%2c+CRL"
"QUILVEST BANQUE PRIVEE",9322,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9322",9604,"Free Provision of Services by EU Credit Institutions",2012-11-22,"Active",,,,,,,,"França",,,,
"DIF BROKER - SOCIEDADE FINANCEIRA DE CORRETAGEM, SA",9875,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9875",225,"Dealers",2000-06-05,"Active","RUA ENGENHEIRO FERREIRA DIAS, 452, 1º","4100-246 PORTO","PORTO",,,"4100-246 PORTO",,,3800000.00,3800000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=DIF+BROKER+-+SOCIEDADE+FINANCEIRA+DE+CORRETAGEM%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=DIF+BROKER+-+SOCIEDADE+FINANCEIRA+DE+CORRETAGEM%2c+SA"
"NEC MONEY TRANSFER ENTIDAD DE PAGO, SA",9266,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9266",8854,"EU Payment Institutions with tied Agents",2011-12-27,"Active",,,,,,,,"Espanha",,,,
"BANQUE DE BRETAGNE",8539,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8539",9027,"Free Provision of Services by EU Credit Institutions",1993-08-05,"Active",,,,,,,,"França",,,,
"DUKASCOPY PAYMENTS LTD",10164,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10164",7647,"Free Provision of Services by EU Electronic Money Institutions",2015-09-10,"Active",,,,,,,,"Letónia",,,,
"DINERS CLUB NORDIC AB",9279,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9279",9585,"Free Provision of Services by EU Credit Institutions",2012-03-15,"Active",,,,,,,,"Suécia",,,,
"BANK INSINGER DE BEAUFORT N.V.",10134,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10134",9651,"Free Provision of Services by EU Credit Institutions",2015-05-28,"Active",,,,,,,,"Holanda",,,,
"RCI BANQUE SUCURSAL PORTUGAL",8616,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8616",171,"Branches of Credit Institutions with Head Office in the EU",2000-07-01,"Active","RUA JOSÉ ESPÍRITO SANTO, LOTE 12-E","1950-096 LISBOA","LISBOA","RCI BANQUE","14, AVENUE DU PAVÉ NEUF - 93168 NOISY-LE-GRAND","1950-096 LISBOA","NOISY-LE-GRAND","França",,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=RCI+BANQUE+SUCURSAL+PORTUGAL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=RCI+BANQUE+SUCURSAL+PORTUGAL"
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE BOMBARRAL, CRL",9703,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9703",98,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1911-06-20,"Active","RUA DO COMÉRCIO, 58","2540-076 BOMBARRAL","BOMBARRAL",,,"2540-076 BOMBARRAL",,,7674851.20,7674851.20,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+BOMBARRAL%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+BOMBARRAL%2c+CRL"
"BNP PARIBAS FORTIS FACTOR NV/SA",9130,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9130",9569,"Free Provision of Services by EU Credit Institutions",,"Active",,,,,,,,"Bélgica",,,,
"IPAY INTERNATIONAL SA",10028,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10028",7629,"Free Provision of Services by EU Electronic Money Institutions",2014-04-11,"Active",,,,,,,,"Luxemburgo",,,,
"FLORESTA ATLÂNTICA - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO, SA",8505,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8505",334,"Real Estate Investment Fund Management Companies",2008-04-15,"Active","RUA ABRANCHES FERRÃO, Nº. 10 - 7º. G","1600-001 LISBOA","LISBOA",,,"1600-001 LISBOA",,,425625.00,425625.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=FLORESTA+ATL%c3%82NTICA+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=FLORESTA+ATL%c3%82NTICA+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA"
"FIMOGES - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO, SA",8504,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8504",333,"Real Estate Investment Fund Management Companies",2006-03-01,"Active","AV. DA LIBERDADE, 108 - 3º","1250-146 LISBOA","LISBOA",,,"1250-146 LISBOA",,,1100000.00,1100000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=FIMOGES+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=FIMOGES+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA"
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE LEIRIA, CRL",9775,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9775",5180,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1915-01-03,"Active","LARGO CÂNDIDO DOS REIS, Nºs. 19 A 25","2400-112 LEIRIA","LEIRIA",,,"2400-112 LEIRIA",,,44286490.00,44286490.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+LEIRIA%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+LEIRIA%2c+CRL"
"COLLECTIVE ENTREPRISES LIMITED",9159,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9159",8780,"Free Provision of Services by EU Payment Institutions",2010-03-09,"Active",,,,,,,,"Reino Unido",,,,
"SPAR NORD BANK, A/S",8852,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8852",9336,"Free Provision of Services by EU Credit Institutions",2003-04-23,"Active",,,,,,,,"Dinamarca",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DA ÁREA METROPOLITANA DO PORTO, CRL",9661,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9661",1440,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1995-10-26,"Active","AVENIDA  VISCONDE  DE BARREIROS, Nº 85","4470-151 MAIA","MAIA",,,"4470-151 MAIA",,,7764555.00,7764555.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DA+%c3%81REA+METROPOLITANA+DO+PORTO%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DA+%c3%81REA+METROPOLITANA+DO+PORTO%2c+CRL"
"IFX (UK) LTD",9212,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9212",8808,"Free Provision of Services by EU Payment Institutions",2011-03-28,"Active",,,,,,,,"Reino Unido",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO BEIRA CENTRO, CRL",9740,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9740",3450,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1996-01-11,"Active","RUA DR. LUÍS CAETANO LOBO","3300-047 ARGANIL","ARGANIL",,,"3300-047 ARGANIL",,,6304945.00,6304945.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+BEIRA+CENTRO%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+BEIRA+CENTRO%2c+CRL"
"AFTAB CURRENCY EXCHANGE LIMITED - SUCURSAL EM PORTUGAL",9230,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9230",,"Branches of Payment Institutions with Head Office in the EU",,,,,,,,,,,,,,
"F. VAN LANSCHOT BANKIERS N.V.",8842,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8842",9328,"Free Provision of Services by EU Credit Institutions",2003-02-05,"Active",,,,,,,,"Holanda",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE LOURINHÃ, CRL",9776,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9776",5190,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1912-11-23,"Active","LARGO DA REPÚBLICA, 14","2530-120 LOURINHÃ","LOURINHÃ",,,"2530-120 LOURINHÃ",,,10813045.00,10813045.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+LOURINH%c3%83%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+LOURINH%c3%83%2c+CRL"
"AY BANK LIMITED",8533,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8533",9018,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"MEDITERRANEAN BANK PLC",8997,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8997",9471,"Free Provision of Services by EU Credit Institutions",2007-10-25,"Active",,,,,,,,"Malta",,,,
"TRAVELEX BANK NV",8940,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8940",9420,"Free Provision of Services by EU Credit Institutions",2006-04-19,"Active",,,,,,,,"Holanda",,,,
"PORTUCALE, SGFTC, SA",8372,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8372",250,"Credit Securitisation Fund Management Companies",2004-11-19,"Active","AVENIDA ÁLVARES CABRAL, Nº. 41","1250-015 LISBOA","LISBOA",,,"1250-015 LISBOA",,,250000.00,250000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=PORTUCALE%2c+SGFTC%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=PORTUCALE%2c+SGFTC%2c+SA"
"WORLD FIRST UK LIMITED",9157,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9157",8757,"Free Provision of Services by EU Payment Institutions",2009-11-01,"Active",,,,,,,,"Reino Unido",,,,
"PAYU SA",10112,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10112",9804,"Free Provision of Services by EU Payment Institutions",2015-03-16,"Active",,,,,,,,"Polónia",,,,
"UFB FIN FACTOR, SA",8659,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8659",9153,"Free Provision of Services by EU Credit Institutions",1996-03-29,"Active",,,,,,,,"Espanha",,,,
"BANK OF AMERICA, SA (ESPANHA)",8653,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8653",9145,"Free Provision of Services by EU Credit Institutions",1995-10-20,"Active",,,,,,,,"Espanha",,,,
"FREDERICO-AGÊNCIA DE CÂMBIOS, LDA",9535,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9535",823,"Exchange Offices",1992-11-11,"Active","CENTRO COMERCIAL VILANOVA - AREIAS DE S. JOÃO","8200-001 ALBUFEIRA","ALBUFEIRA",,,"8200-001 ALBUFEIRA",,,149639.36,149639.36,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=FREDERICO-AG%c3%8aNCIA+DE+C%c3%82MBIOS%2c+LDA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=FREDERICO-AG%c3%8aNCIA+DE+C%c3%82MBIOS%2c+LDA"
"SILVIP - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO, SA",9384,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9384",615,"Real Estate Investment Fund Management Companies",1987-09-22,"Active","AVENIDA  FONTES PEREIRA DE MELO,  Nª 6, 7º ANDAR - ESQ.","1050-121 LISBOA","LISBOA",,,"1050-121 LISBOA",,,750000.00,750000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=SILVIP+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=SILVIP+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA"
"PAYPRO SA",10091,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10091",8994,"Free Provision of Services by EU Payment Institutions",2014-12-22,"Active",,,,,,,,"Polónia",,,,
"SG WARBURG & CO LTD",8626,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8626",9117,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"MONTY GLOBAL PAYMENTS, S.A.U.",9278,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9278",,"Branches of Payment Institutions with Head Office in the EU",,,,,,,,,,,,,,
"KALIXA ACCEPT LIMITED",9146,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9146",8755,"Free Provision of Services by EU Payment Institutions",2009-11-01,"Active",,,,,,,,"Reino Unido",,,,
"DEUTSCHE LEASING IBÉRICA, E.F.C., S.A.U. - SUCURSAL EM PORTUGAL",9309,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9309",265,"Branches of Credit Institutions with Head Office in the EU",2012-10-01,"Active","AV. DA REPÚBLICA, N.º 6, 6º DTO","08908 BARCELONA","LISBOA","DEUTSCHE LEASING IBÉRICA, E.F.C., S.A.U.","L´HOSPITALET DE LLOBREGAT, TORRE INBISA, PLAZA EUROPA, 9-11, PLANTA 8","08908 BARCELONA","BARCELONA","Espanha",,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=DEUTSCHE+LEASING+IB%c3%89RICA%2c+E.F.C.%2c+S.A.U.+-+SUCURSAL+EM+PORTUGAL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=DEUTSCHE+LEASING+IB%c3%89RICA%2c+E.F.C.%2c+S.A.U.+-+SUCURSAL+EM+PORTUGAL"
"BANCA IMI SPA",9280,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9280",9586,"Free Provision of Services by EU Credit Institutions",2012-02-13,"Active",,,,,,,,"Itália",,,,
"INCOMM PAYMENTS UK LTD",10094,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10094",8996,"Free Provision of Services by EU Payment Institutions",2015-01-22,"Active",,,,,,,,"Reino Unido",,,,
"HONGKONG AND SHANGAI BANKING CORPORATION LTD",8587,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8587",9077,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"AEGON BANK N.V.",9057,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9057",9528,"Free Provision of Services by EU Credit Institutions",2009-02-10,"Active",,,,,,,,"Holanda",,,,
"VERSOBANK AS",10122,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10122",9648,"Free Provision of Services by EU Credit Institutions",2015-06-15,"Active",,,,,,,,"Estónia",,,,
"SAFE TRANSFER LTD",9141,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9141",8767,"Free Provision of Services by EU Payment Institutions",2009-11-01,"Active",,,,,,,,"Reino Unido",,,,
"TI BI AI CREDIT EAD",9252,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9252",8846,"Free Provision of Services by EU Payment Institutions",2011-11-24,"Active",,,,,,,,"Bulgária",,,,
"INTERNATIONAL MEXICAN BANK LTD",8590,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8590",9080,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"EASYPAY AD",9265,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9265",8853,"Free Provision of Services by EU Payment Institutions",,"Active",,,,,,,,"Bulgária",,,,
"LEHMAN BROTHERS BANKHAUS AKTIENGESELLSCHAFT",8783,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8783",9274,"Free Provision of Services by EU Credit Institutions",2000-11-13,"Active",,,,,,,,"Alemanha",,,,
"TRANSFERWISE LTD",10114,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10114",9806,"Free Provision of Services by EU Payment Institutions",2012-02-29,"Active",,,,,,,,"Reino Unido",,,,
"DZB BANK GMBH",9316,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9316",9601,"Free Provision of Services by EU Credit Institutions",,"Active",,,,,,,,"Alemanha",,,,
"CHECKOUT LTD",9333,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9333",8886,"Free Provision of Services by EU Payment Institutions",2013-01-25,"Active",,,,,,,,"Reino Unido",,,,
"LISGARANTE - SOCIEDADE DE GARANTIA MÚTUA, SA",8391,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8391",302,"Mutual Guarantee Companies",2003-01-02,"Active","RUA HERMANO NEVES, Nº 22, FRACÇÃO 3-A","1600-477 LISBOA","LISBOA",,,"1600-477 LISBOA",,,50000000.00,50000000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=LISGARANTE+-+SOCIEDADE+DE+GARANTIA+M%c3%9aTUA%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=LISGARANTE+-+SOCIEDADE+DE+GARANTIA+M%c3%9aTUA%2c+SA"
"RCI BANQUE",8617,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8617",9105,"Free Provision of Services by EU Credit Institutions",1993-09-21,"Active",,,,,,,,"França",,,,
"DEXIA CRÉDIT LOCAL",8692,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8692",154,"Representatives Offices of Credit Institutions with Head Offices Abroad",2000-07-01,"Active","RUA DOMINGOS SEQUEIRA, 27-5º. G","1350-119 LISBOA","LISBOA","DEXIA CRÉDIT LOCAL","7/ 11, QUAI ANDRE CITROEN - 75015 PARIS","1350-119 LISBOA","PARIS","França",,,,
"SOCIÉTÉ GÉNÉRALE",8421,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8421",9120,"Free Provision of Services by EU Credit Institutions",1994-12-22,"Active",,,,,,,,"França",,,,
"MONTEPIO INVESTIMENTO, SA",9600,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9600",76,"Banks",2001-07-02,"Active","RUA JÚLIO DINIS,157","4050-323 PORTO","PORTO",,,"4050-323 PORTO",,,180000000.00,180000000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=MONTEPIO+INVESTIMENTO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=MONTEPIO+INVESTIMENTO%2c+SA"
"ALLFUNDS BANK, SA",9096,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9096",9584,"Free Provision of Services by EU Credit Institutions",2010-01-07,"Active",,,,,,,,"Espanha",,,,
"FLEET BANK  (EUROPE) LIMITED",8819,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8819",9309,"Free Provision of Services by EU Credit Institutions",2001-09-13,"Active",,,,,,,,"Reino Unido",,,,
"CORPORATE & COMMERCIAL FX SERVICES LTD",9949,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9949",8913,"Free Provision of Services by EU Payment Institutions",2013-07-22,"Active",,,,,,,,"Malta",,,,
"OI! BRASIL LIMITED",9260,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9260",8851,"Free Provision of Services by EU Payment Institutions",2011-12-15,"Active",,,,,,,,"Reino Unido",,,,
"HYPO PUBLIC FINANCE BANK",8874,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8874",9356,"Free Provision of Services by EU Credit Institutions",2007-02-08,"Active",,,,,,,,"Irlanda",,,,
"DG BANK DEUTSCHE GENOSSENSCHAFTSBANK AG",8715,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8715",9211,"Free Provision of Services by EU Credit Institutions",1998-11-19,"Active",,,,,,,,"Alemanha",,,,
